id,name,price,created_time,store_id,featured_in_mall,featured_in_store
38,Andy Capp's fries,241.7,2019-11-19 01:17:30Z,22,TRUE,FALSE
39,Soprole,176.57,2020-05-18 15:42:19Z,38,FALSE,FALSE
40,Magnum,99.2,2020-06-10 05:39:40Z,52,FALSE,TRUE
41,LEonidas,251.79,2019-12-14 12:02:10Z,40,FALSE,FALSE
42,Kits,296.39,2021-03-04 10:15:39Z,9,TRUE,FALSE
43,Secret Recipe,495.06,2018-11-27 02:33:02Z,2,FALSE,TRUE
44,Sun-Pat,6.41,2021-02-01 09:28:22Z,5,FALSE,TRUE
45,Taco Bell,922.05,2018-06-09 03:30:41Z,27,FALSE,TRUE
46,Wendy's,601.45,2021-05-08 03:04:11Z,60,TRUE,FALSE
47,Wendy's,170.16,2021-04-05 03:03:52Z,49,TRUE,TRUE
48,Tic Tac,621.98,2019-10-02 06:21:26Z,3,TRUE,TRUE
49,Tic Tac,772.77,2019-01-30 08:00:32Z,43,FALSE,FALSE
50,Secret Recipe,783.62,2018-09-10 13:22:45Z,10,TRUE,TRUE
51,Dunkin' Donuts,221.78,2019-03-26 02:22:36Z,98,TRUE,TRUE
52,Dunkin' Donuts,165.56,2020-12-17 02:13:23Z,91,FALSE,TRUE
53,McDonald's,459.76,2018-10-07 15:05:00Z,86,TRUE,FALSE
54,M&M Food Market,350.15,2021-03-22 21:37:58Z,48,FALSE,FALSE
55,Wonder Bread,566.73,2021-03-18 16:07:12Z,76,FALSE,TRUE
56,Applebee's,851.52,2020-08-10 13:10:26Z,64,FALSE,FALSE
57,Pizza Hut,763.13,2020-10-01 04:17:00Z,62,FALSE,FALSE
58,Bel Group,919.79,2020-02-28 17:55:42Z,82,FALSE,FALSE
59,Tic Tac,243.87,2019-10-24 21:44:48Z,41,FALSE,TRUE
60,Olymel,353.84,2018-08-17 13:37:25Z,94,FALSE,TRUE
61,Nesquik,595.85,2019-11-19 02:03:03Z,92,FALSE,FALSE
62,Domino,632.21,2018-09-02 03:08:52Z,65,FALSE,TRUE
63,Domino,611.28,2018-10-24 06:52:04Z,69,FALSE,TRUE
64,McDonald's,780.08,2018-05-16 09:16:23Z,37,FALSE,FALSE
65,Doritos,907.41,2020-05-31 06:32:08Z,73,FALSE,TRUE
66,Bewley's,778.09,2019-04-21 22:30:18Z,69,FALSE,TRUE
67,Applebee's,367.93,2021-01-11 03:39:32Z,20,FALSE,FALSE
68,Bewley's,528.3,2021-05-18 16:32:11Z,61,FALSE,FALSE
69,Bewley's,350.75,2019-12-20 08:42:40Z,76,FALSE,TRUE
70,Vitta Foods,701.16,2018-09-15 20:19:57Z,54,FALSE,FALSE
71,Wendy's,948.03,2018-07-27 16:12:28Z,10,FALSE,FALSE
72,Secret Recipe,702.84,2019-10-03 11:37:36Z,40,FALSE,TRUE
73,Applebee's,789.14,2020-10-26 20:03:21Z,18,FALSE,FALSE
74,LEonidas,663.09,2019-01-08 16:47:18Z,67,FALSE,FALSE
75,Bel Group,596.18,2020-05-05 13:16:50Z,70,FALSE,FALSE
76,Soprole,577.03,2018-08-07 14:12:47Z,22,FALSE,TRUE
77,Knorr,305.99,2018-11-17 18:38:36Z,61,FALSE,TRUE
78,Secret Recipe,943.58,2019-05-16 04:22:35Z,48,FALSE,FALSE
79,Olymel,668.53,2020-12-18 15:00:36Z,1,FALSE,FALSE
80,Applebee's,109.49,2018-11-07 07:55:35Z,1,FALSE,TRUE
81,Andy Capp's fries,251.97,2021-04-25 21:45:00Z,69,FALSE,TRUE
82,Sun-Pat,330.99,2020-01-22 10:10:45Z,14,FALSE,TRUE
83,Wendy's,610.04,2018-12-14 15:12:26Z,41,FALSE,TRUE
84,Heinz,604.65,2019-03-21 22:55:40Z,56,FALSE,TRUE
85,Wendy's,930.1,2019-04-28 20:39:06Z,92,FALSE,TRUE
86,Olymel,464.51,2018-05-12 20:03:12Z,77,FALSE,FALSE
87,Cobblestone,596.67,2020-05-22 10:00:39Z,70,FALSE,FALSE
88,McDonald's,207.22,2020-02-15 18:05:30Z,71,FALSE,TRUE
89,Nesquik,531.7,2021-01-28 01:19:05Z,64,FALSE,FALSE
90,Soprole,921.28,2018-12-07 13:24:15Z,43,FALSE,FALSE
91,Applebee's,408.32,2018-11-21 14:57:14Z,92,FALSE,TRUE
92,Taco Bell,501.48,2019-03-07 14:46:52Z,78,FALSE,FALSE
93,Nutella,35.33,2020-06-21 18:33:54Z,3,FALSE,FALSE
94,Knorr,86.86,2019-07-08 00:40:12Z,52,FALSE,FALSE
95,Carib Brewery,167.45,2020-01-18 08:13:25Z,99,FALSE,FALSE
96,Papadopoulos,479.82,2020-07-10 22:56:04Z,63,FALSE,TRUE
97,Kinder,225.94,2020-10-01 22:27:37Z,10,FALSE,TRUE
98,LEonidas,377.53,2019-12-13 01:44:34Z,77,FALSE,FALSE
99,Baskin robbins,929.45,2018-11-26 20:21:15Z,15,FALSE,TRUE
100,Sun-Pat,577.13,2018-11-12 00:50:13Z,66,FALSE,FALSE
101,M&M Food Market,345.74,2020-04-16 05:08:55Z,29,FALSE,TRUE
102,Pizza Hut,309.3,2020-11-18 21:06:45Z,75,FALSE,FALSE
103,Red Lobster,496.7,2018-12-09 07:00:14Z,36,FALSE,TRUE
104,Papadopoulos,916.2,2019-08-24 22:46:10Z,81,FALSE,TRUE
105,Wonder Bread,972.49,2018-10-31 15:18:16Z,30,FALSE,FALSE
106,Carib Brewery,474.77,2021-04-06 16:05:38Z,55,FALSE,FALSE
107,Starbucks,590.8,2019-09-28 16:27:06Z,87,FALSE,TRUE
108,KFC,955.78,2018-10-10 04:13:00Z,53,FALSE,FALSE
109,Bewley's,944.13,2020-01-27 02:03:08Z,25,FALSE,TRUE
110,Baskin robbins,640.5,2020-09-01 19:48:09Z,4,FALSE,FALSE
111,Red Lobster,408.44,2018-07-19 22:08:40Z,62,FALSE,FALSE
112,Carib Brewery,113.02,2019-04-16 10:56:27Z,24,FALSE,FALSE
113,Cobblestone,868.15,2021-05-13 00:17:27Z,3,FALSE,FALSE
114,Kits,967.08,2019-04-18 18:19:29Z,6,FALSE,FALSE
115,Pizza Hut,523.5,2019-01-19 17:01:36Z,19,FALSE,FALSE
116,Lavazza,929.68,2020-10-26 20:19:14Z,46,FALSE,TRUE
117,Andy Capp's fries,663.33,2019-06-06 09:07:01Z,71,FALSE,FALSE
118,Domino,404.66,2019-07-06 06:47:21Z,91,FALSE,FALSE
119,Andy Capp's fries,279.74,2019-07-13 00:07:16Z,27,FALSE,TRUE
120,Carib Brewery,51,2021-01-16 06:41:10Z,15,FALSE,TRUE
121,Wendy's,905.68,2018-10-01 10:56:15Z,30,FALSE,TRUE
122,Vitta Foods,338.25,2018-07-21 00:23:54Z,94,FALSE,FALSE
123,Knorr,764.29,2018-05-27 01:23:23Z,78,FALSE,TRUE
124,Sun-Pat,224.11,2020-01-17 22:45:35Z,60,FALSE,TRUE
125,Tic Tac,988.74,2019-05-07 11:43:47Z,93,FALSE,TRUE
126,Heinz,245.81,2019-11-19 18:14:36Z,66,FALSE,FALSE
127,LEonidas,487.21,2021-04-10 11:43:13Z,69,FALSE,FALSE
128,Magnum,320.01,2019-03-12 10:50:01Z,95,FALSE,TRUE
129,M&M Food Market,469.92,2018-12-07 18:21:24Z,61,FALSE,FALSE
130,Dr. Oetker,936.54,2021-01-27 11:22:46Z,78,FALSE,FALSE
131,Papadopoulos,110.84,2020-03-31 02:27:13Z,53,FALSE,TRUE
132,Red Lobster,663.15,2020-08-01 10:05:33Z,2,FALSE,TRUE
133,Cobblestone,617.94,2019-05-28 01:51:45Z,12,FALSE,FALSE
134,Carib Brewery,244.11,2020-08-13 18:29:37Z,30,FALSE,TRUE
135,Baskin robbins,884.54,2020-10-10 12:29:46Z,80,FALSE,FALSE
136,Magnum,770.61,2020-08-08 10:53:09Z,49,FALSE,TRUE
137,Doritos,125.74,2021-05-29 20:57:32Z,41,FALSE,FALSE
138,Cheetos,278.9,2020-12-13 22:26:04Z,15,FALSE,TRUE
139,Carib Brewery,970.67,2019-07-27 05:17:36Z,37,FALSE,TRUE
140,Cobblestone,141.76,2021-01-23 14:00:08Z,54,FALSE,TRUE
141,KFC,386.89,2019-11-21 21:31:50Z,76,FALSE,FALSE
142,Magnum,19.67,2021-03-30 03:42:26Z,34,FALSE,TRUE
143,Lavazza,189.1,2018-05-05 13:19:30Z,2,FALSE,FALSE
144,Secret Recipe,531.24,2019-02-20 14:41:04Z,16,FALSE,FALSE
145,Domino,864.61,2019-04-21 01:19:27Z,81,FALSE,FALSE
146,Taco Bell,812.8,2019-05-14 04:44:16Z,88,FALSE,FALSE
147,Wendy's,847.54,2020-10-12 15:17:45Z,41,FALSE,FALSE
148,Dunkin' Donuts,299.85,2018-05-22 03:28:34Z,78,FALSE,FALSE
149,Tic Tac,709.27,2019-04-24 09:28:43Z,89,FALSE,TRUE
150,Burger King,197.26,2021-02-12 16:34:19Z,81,FALSE,FALSE
151,Taco Bell,63.52,2019-04-12 06:15:56Z,78,FALSE,FALSE
152,Olymel,501.97,2020-03-24 16:18:34Z,22,FALSE,FALSE
153,LEonidas,880.35,2019-07-21 00:26:02Z,94,FALSE,FALSE
154,Dr. Oetker,765.16,2018-09-27 17:47:11Z,96,FALSE,FALSE
155,Papadopoulos,947.7,2019-05-03 16:54:13Z,64,FALSE,FALSE
156,Wendy's,109.42,2019-08-21 04:39:41Z,12,FALSE,TRUE
157,Nabisco,22.47,2020-05-09 13:24:20Z,83,FALSE,FALSE
158,Nesquik,619.17,2019-01-28 15:36:10Z,3,FALSE,TRUE
159,Nabisco,396.75,2021-02-15 12:03:20Z,73,FALSE,TRUE
160,Nesquik,79.68,2019-01-21 21:29:28Z,5,FALSE,FALSE
161,LEonidas,394.77,2019-03-27 06:23:55Z,19,FALSE,TRUE
162,Cheetos,678.44,2018-11-10 13:49:15Z,56,FALSE,TRUE
163,Kits,609.92,2020-10-18 18:02:55Z,93,FALSE,FALSE
164,Baskin robbins,143.27,2019-06-16 12:48:36Z,46,FALSE,TRUE
165,Nesquik,161.98,2019-04-30 13:25:37Z,51,FALSE,FALSE
166,Nabisco,913.91,2019-01-27 05:57:28Z,96,FALSE,TRUE
167,Domino,13.86,2020-02-14 10:20:24Z,8,FALSE,FALSE
168,Red Lobster,810.95,2021-05-27 09:53:36Z,59,FALSE,FALSE
169,Wonder Bread,433.29,2019-01-19 21:13:13Z,3,FALSE,FALSE
170,Lavazza,663.96,2019-06-17 15:06:17Z,40,FALSE,FALSE
171,Wendy's,558.87,2021-01-04 20:25:57Z,91,FALSE,FALSE
172,Lavazza,882.76,2018-09-28 19:01:42Z,63,FALSE,TRUE
173,Nesquik,383.95,2018-07-15 09:32:50Z,58,FALSE,TRUE
174,Sun-Pat,225.72,2021-04-13 07:50:32Z,42,FALSE,TRUE
175,Bel Group,314.19,2020-10-23 05:27:53Z,82,FALSE,FALSE
176,Pizza Hut,672.75,2020-05-14 03:37:35Z,80,FALSE,TRUE
177,LEonidas,392.59,2019-12-28 16:07:09Z,80,FALSE,TRUE
178,Cheetos,299.28,2018-10-30 21:47:11Z,15,FALSE,FALSE
179,Dunkin' Donuts,32.06,2020-06-11 20:55:28Z,6,FALSE,FALSE
180,Nabisco,756.97,2018-05-13 21:51:42Z,65,FALSE,FALSE
181,Secret Recipe,110.04,2019-12-12 03:05:23Z,58,FALSE,FALSE
182,Domino,469.96,2019-11-30 16:32:19Z,90,FALSE,TRUE
183,Dunkin' Donuts,114.97,2018-08-04 17:42:19Z,27,FALSE,TRUE
184,Carib Brewery,543.04,2020-08-08 14:31:58Z,53,FALSE,FALSE
185,Taco Bell,891.34,2019-11-14 05:45:46Z,45,FALSE,FALSE
186,Taco Bell,824.02,2019-05-19 10:11:07Z,95,FALSE,TRUE
187,Betty Crocker,134.34,2020-04-13 05:53:25Z,23,FALSE,FALSE
188,Taco Bell,797.39,2020-10-22 04:44:45Z,47,FALSE,TRUE
189,Nutella,880.96,2021-01-21 12:15:30Z,70,FALSE,TRUE
190,Wonder Bread,47.76,2018-07-06 01:24:32Z,71,FALSE,FALSE
191,Lavazza,571.57,2018-10-06 18:44:25Z,22,FALSE,FALSE
192,Burger King,661.12,2020-10-06 12:51:10Z,45,FALSE,FALSE
193,Pizza Hut,725.94,2019-09-10 17:30:01Z,33,FALSE,FALSE
194,Red Lobster,59.22,2019-10-25 14:20:18Z,81,FALSE,FALSE
195,Magnum,303.57,2020-02-09 00:43:54Z,97,FALSE,FALSE
196,Bel Group,109.61,2019-02-27 22:36:36Z,13,FALSE,FALSE
197,Soprole,116.48,2019-05-28 11:22:26Z,64,FALSE,FALSE
198,LEonidas,361.37,2019-04-25 03:05:09Z,37,FALSE,FALSE
199,M&M Food Market,64.8,2020-01-21 12:05:26Z,95,FALSE,FALSE
200,Soprole,182.44,2020-10-11 01:41:48Z,22,FALSE,FALSE
201,Secret Recipe,285.81,2019-05-20 14:52:43Z,29,FALSE,FALSE
202,Cheetos,264.69,2019-05-21 15:38:18Z,91,FALSE,FALSE
203,KFC,493.11,2018-10-26 10:23:53Z,57,FALSE,TRUE
204,Bel Group,939.29,2020-10-24 16:18:14Z,46,FALSE,FALSE
205,Lavazza,164.85,2020-05-07 12:27:28Z,10,FALSE,TRUE
206,Wonder Bread,909.41,2020-05-18 16:47:09Z,65,FALSE,TRUE
207,Vitta Foods,168.04,2020-04-25 13:31:57Z,88,FALSE,TRUE
208,Wonder Bread,852.96,2018-10-31 01:45:37Z,46,FALSE,TRUE
209,Nutella,815.47,2020-12-01 01:21:31Z,62,FALSE,FALSE
210,Baskin robbins,597.57,2020-08-03 15:11:07Z,20,FALSE,FALSE
211,McDonald's,600.49,2020-07-24 00:32:55Z,25,FALSE,TRUE
212,Dr. Oetker,709.03,2021-01-27 07:09:40Z,20,FALSE,FALSE
213,Applebee's,345.78,2020-06-16 05:47:16Z,23,FALSE,TRUE
214,Dunkin' Donuts,444.41,2020-03-30 11:18:19Z,74,FALSE,TRUE
215,Wonder Bread,293.01,2018-11-11 17:25:33Z,68,FALSE,TRUE
216,McDonald's,929.62,2020-10-23 00:09:48Z,79,FALSE,TRUE
217,Bel Group,716.75,2020-08-28 06:42:17Z,41,FALSE,TRUE
218,Knorr,949.36,2018-07-18 19:41:19Z,61,FALSE,TRUE
219,Bel Group,595.8,2021-05-03 08:42:48Z,60,FALSE,FALSE
220,McDonald's,532.25,2020-04-27 05:41:31Z,26,FALSE,TRUE
221,Baskin robbins,167.29,2019-08-22 15:32:33Z,55,FALSE,TRUE
222,Magnum,213.86,2020-06-22 21:39:53Z,77,FALSE,TRUE
223,Starbucks,702.79,2018-06-29 11:17:41Z,71,FALSE,TRUE
224,Olymel,79.72,2021-02-02 15:04:18Z,38,FALSE,FALSE
225,Baskin robbins,281.63,2019-04-21 11:16:39Z,56,FALSE,TRUE
226,Heinz,760.86,2019-04-11 03:25:22Z,24,FALSE,TRUE
227,Knorr,859.73,2020-11-21 02:44:28Z,96,FALSE,FALSE
228,Pizza Hut,533.48,2020-02-22 09:36:04Z,47,FALSE,FALSE
229,Dunkin' Donuts,144.01,2019-02-03 08:24:12Z,42,FALSE,FALSE
230,Soprole,74.46,2021-03-01 21:16:32Z,79,FALSE,TRUE
231,Heinz,701.52,2020-11-27 04:15:16Z,27,FALSE,FALSE
232,Lavazza,899.7,2020-06-15 16:42:49Z,48,FALSE,TRUE
233,Papadopoulos,72.21,2020-10-31 03:17:04Z,56,FALSE,FALSE
234,Kits,277.29,2020-09-04 09:55:36Z,18,FALSE,TRUE
235,Baskin robbins,948.54,2019-01-21 19:47:21Z,77,FALSE,FALSE
236,Burger King,78.32,2019-10-11 05:42:28Z,70,FALSE,FALSE
237,Olymel,720.64,2020-07-24 10:05:36Z,94,FALSE,FALSE
238,Carib Brewery,673.44,2019-07-01 13:34:30Z,97,FALSE,FALSE
239,KFC,301.38,2019-07-14 16:58:56Z,81,FALSE,FALSE
240,Domino,916.49,2018-09-30 21:24:18Z,82,FALSE,TRUE
241,Red Lobster,429.51,2019-07-01 03:45:37Z,94,FALSE,TRUE
242,Red Lobster,518.75,2019-05-13 22:52:20Z,25,FALSE,TRUE
243,Baskin robbins,796.42,2020-01-16 08:10:10Z,30,FALSE,TRUE
244,Subway,706.19,2018-11-16 03:29:46Z,99,FALSE,FALSE
245,Lavazza,17.93,2021-01-01 11:54:09Z,16,FALSE,FALSE
246,Kits,72.81,2019-04-29 14:23:00Z,95,FALSE,TRUE
247,M&M Food Market,341.48,2020-07-10 08:29:19Z,58,FALSE,FALSE
248,Nesquik,344.01,2018-07-13 02:07:50Z,55,FALSE,FALSE
249,Wendy's,26.14,2019-09-02 02:11:53Z,86,FALSE,FALSE
250,McDonald's,829.97,2019-02-17 08:01:31Z,22,FALSE,FALSE
251,M&M Food Market,587.97,2020-06-17 21:43:03Z,74,FALSE,TRUE
252,Taco Bell,465.9,2020-03-06 22:33:11Z,5,FALSE,FALSE
253,M&M Food Market,460.04,2019-09-03 22:16:21Z,74,FALSE,FALSE
254,M&M Food Market,645.06,2018-07-01 18:25:02Z,45,FALSE,FALSE
255,Baskin robbins,161.65,2018-05-24 04:01:54Z,37,FALSE,TRUE
256,Magnum,496.61,2019-04-04 09:08:32Z,54,FALSE,TRUE
257,Lavazza,317.04,2018-09-30 21:52:23Z,84,FALSE,TRUE
258,Papadopoulos,754.54,2019-02-02 00:26:47Z,2,FALSE,FALSE
259,Lavazza,993.45,2021-02-14 06:05:02Z,76,FALSE,TRUE
260,Starbucks,515.73,2020-12-12 00:48:07Z,51,FALSE,TRUE
261,Sun-Pat,85.59,2020-08-29 06:03:56Z,36,FALSE,TRUE
262,Cobblestone,532.31,2020-09-16 07:21:50Z,13,FALSE,FALSE
263,Tic Tac,635.19,2018-09-04 15:00:01Z,68,FALSE,TRUE
264,Cobblestone,301.93,2021-02-12 07:15:23Z,69,FALSE,FALSE
265,Baskin robbins,679.51,2020-06-18 07:20:11Z,95,FALSE,FALSE
266,Vitta Foods,990.64,2019-02-03 10:00:52Z,48,FALSE,FALSE
267,Kinder,275.11,2018-06-19 14:02:35Z,41,FALSE,FALSE
268,Vitta Foods,167.5,2020-05-22 16:10:07Z,50,FALSE,FALSE
269,Heinz,71.15,2020-03-24 05:19:38Z,68,FALSE,FALSE
270,Pizza Hut,923.6,2019-05-24 03:50:33Z,46,FALSE,TRUE
271,Bewley's,796.49,2019-11-03 15:47:28Z,97,FALSE,FALSE
272,Tic Tac,389.7,2020-10-08 11:57:07Z,50,FALSE,FALSE
273,Pizza Hut,919.96,2018-10-22 15:02:33Z,16,FALSE,FALSE
274,Sun-Pat,667.45,2019-11-02 12:00:33Z,66,FALSE,FALSE
275,Knorr,684.14,2018-10-26 10:58:13Z,80,FALSE,FALSE
276,Bewley's,70.67,2020-08-19 20:49:49Z,34,FALSE,TRUE
277,Nabisco,330.46,2020-06-21 15:12:55Z,21,FALSE,TRUE
278,Wonder Bread,470.54,2019-05-30 10:41:45Z,80,FALSE,FALSE
279,Magnum,762.29,2019-05-03 02:32:58Z,69,FALSE,FALSE
280,Olymel,240.84,2019-05-26 04:30:12Z,45,FALSE,FALSE
281,Kits,21.57,2019-07-12 18:15:30Z,32,FALSE,FALSE
282,Kits,31.62,2018-10-04 18:28:01Z,14,FALSE,FALSE
283,Red Lobster,248.63,2019-11-26 06:09:37Z,20,FALSE,FALSE
284,Cheetos,336.32,2019-11-05 14:47:11Z,90,FALSE,FALSE
285,Wendy's,685.41,2019-06-29 15:08:36Z,70,FALSE,TRUE
286,Cheetos,88.86,2019-06-19 00:47:23Z,6,FALSE,TRUE
287,Dunkin' Donuts,336.17,2019-05-20 16:42:41Z,13,FALSE,FALSE
288,Subway,132.59,2020-08-17 02:30:49Z,25,FALSE,TRUE
289,Taco Bell,932.63,2019-08-02 10:23:27Z,94,FALSE,FALSE
290,Burger King,140.82,2021-03-04 04:40:30Z,7,FALSE,TRUE
291,Burger King,495.19,2020-02-10 10:20:28Z,12,FALSE,TRUE
292,Vitta Foods,145.22,2021-03-11 01:41:41Z,76,FALSE,FALSE
293,Bel Group,761.65,2020-06-03 12:08:18Z,67,FALSE,FALSE
294,Wendy's,767.59,2021-01-19 16:03:43Z,6,FALSE,FALSE
295,Nutella,365.68,2021-05-02 19:16:54Z,89,FALSE,TRUE
296,Applebee's,744.19,2019-05-04 16:39:49Z,51,FALSE,FALSE
297,Kinder,821.57,2020-12-30 11:12:32Z,34,FALSE,FALSE
298,Vitta Foods,647.81,2020-09-20 09:52:04Z,68,FALSE,FALSE
299,Nabisco,420.82,2018-06-23 09:16:34Z,27,FALSE,FALSE
300,Red Lobster,234.04,2020-05-01 01:05:46Z,81,FALSE,TRUE
301,Soprole,582.68,2020-11-13 12:20:55Z,41,FALSE,FALSE
302,M&M Food Market,163.69,2020-07-24 01:37:58Z,52,FALSE,FALSE
303,Sun-Pat,284.16,2018-11-04 18:43:35Z,16,FALSE,TRUE
304,Carib Brewery,276.18,2018-11-08 12:38:43Z,99,FALSE,FALSE
305,Cobblestone,173.36,2019-05-27 10:03:31Z,32,FALSE,FALSE
306,Carib Brewery,276.36,2019-03-20 00:26:24Z,51,FALSE,TRUE
307,Bewley's,773.69,2020-02-06 16:18:57Z,52,FALSE,FALSE
308,Starbucks,5.01,2019-07-04 19:26:54Z,81,FALSE,TRUE
309,Olymel,293.59,2019-03-23 05:48:53Z,89,FALSE,TRUE
310,Nabisco,224.98,2020-07-12 07:33:28Z,78,FALSE,TRUE
311,Carib Brewery,27.15,2018-10-12 12:05:15Z,97,FALSE,TRUE
312,Papadopoulos,607.8,2019-02-14 13:26:10Z,40,FALSE,FALSE
313,Wonder Bread,84.38,2018-06-25 04:39:00Z,29,FALSE,FALSE
314,Applebee's,143.2,2020-02-19 15:09:08Z,44,FALSE,TRUE
315,Taco Bell,937.48,2020-02-01 13:36:24Z,72,FALSE,FALSE
316,Pizza Hut,80.46,2020-06-14 16:58:38Z,11,FALSE,FALSE
317,Kits,973.93,2018-09-10 13:22:23Z,22,FALSE,TRUE
318,Secret Recipe,745.64,2018-11-06 08:27:35Z,80,FALSE,TRUE
319,Bel Group,292.19,2018-11-08 21:53:40Z,51,FALSE,FALSE
320,Papadopoulos,39.49,2021-02-01 02:34:00Z,36,FALSE,FALSE
321,Nabisco,214.15,2020-05-21 13:37:25Z,29,FALSE,TRUE
322,Wonder Bread,841.64,2019-07-01 14:46:46Z,75,FALSE,TRUE
323,Doritos,888.35,2021-02-03 21:16:14Z,75,FALSE,TRUE
324,Domino,247.83,2019-02-12 07:02:08Z,52,FALSE,FALSE
325,Cheetos,400.2,2020-03-11 06:40:23Z,12,FALSE,FALSE
326,Heinz,259.16,2019-03-17 11:19:50Z,25,FALSE,TRUE
327,Pizza Hut,683.21,2019-12-10 18:08:00Z,39,FALSE,TRUE
328,Dunkin' Donuts,273.15,2021-02-24 05:17:40Z,74,FALSE,TRUE
329,Starbucks,145.46,2020-09-14 00:11:04Z,54,FALSE,TRUE
330,Olymel,890.77,2019-04-13 20:46:11Z,67,FALSE,TRUE
331,Andy Capp's fries,8.08,2020-07-12 15:30:05Z,25,FALSE,FALSE
332,Dunkin' Donuts,116.64,2019-12-03 09:14:12Z,44,FALSE,TRUE
333,Kits,470.64,2018-05-24 08:44:29Z,84,FALSE,TRUE
334,Nesquik,23.94,2019-10-16 12:52:03Z,75,FALSE,FALSE
335,Nesquik,836.48,2020-01-10 08:04:14Z,25,FALSE,TRUE
336,LEonidas,754.15,2018-12-23 01:11:21Z,6,FALSE,TRUE
337,Wendy's,258.23,2020-04-11 02:36:10Z,17,FALSE,FALSE
338,Olymel,469.33,2018-06-05 11:13:58Z,9,FALSE,TRUE
339,McDonald's,257.94,2019-06-14 19:21:50Z,73,FALSE,FALSE
340,Papadopoulos,6.43,2018-11-27 10:49:35Z,84,FALSE,TRUE
341,Starbucks,88.3,2019-07-04 10:06:24Z,13,FALSE,TRUE
342,Red Lobster,283.4,2018-05-06 09:44:18Z,86,FALSE,FALSE
343,Betty Crocker,444.76,2020-02-24 00:10:02Z,15,FALSE,FALSE
344,Sun-Pat,144.62,2021-02-24 09:24:56Z,56,FALSE,TRUE
345,KFC,741.01,2020-02-03 03:13:35Z,42,FALSE,FALSE
346,Papadopoulos,745.08,2020-08-03 22:26:19Z,71,FALSE,FALSE
347,Kits,278.56,2018-07-18 04:04:38Z,49,FALSE,TRUE
348,Magnum,754.97,2018-05-15 18:01:25Z,19,FALSE,FALSE
349,LEonidas,621.37,2020-12-12 02:51:03Z,89,FALSE,FALSE
350,Carib Brewery,252.18,2020-03-10 15:39:10Z,94,FALSE,TRUE
351,LEonidas,114.84,2020-09-15 20:46:45Z,7,FALSE,TRUE
352,Kinder,143.26,2020-03-14 16:26:53Z,71,FALSE,FALSE
